UniqueID,VP_Location ,Date,SurveyTime,Weather,Observer,Sheet,RecordID,Time,FieldID_Origin,Oknown,Landuse_Croptype,Sward_height,Species,Count,Disturb.Source_Code,No.Disturbers,Disturb.Response_Code,Other_movemt_activity,Destination_code,Dknown,Direction,Comments 
207,18 and 19,09/11/2016,0636-1236,,David Stevenson,1,CO108,12:03,G50,,,,DB,0,,,,,,,,NO DB Remaining 
208,18 and 19,09/11/2016,0636-1236,,David Stevenson,1,CO109,12:36,G45,,,,DB,2,,,,,,,,F
209,18 and 19,09/11/2016,0636-1236,,David Stevenson,1,CO110,12:36,G03,,,,DB,0,,,,,,,,NO BIRDS
210,18 and 19,09/11/2016,0636-1236,,David Stevenson,1,CO111,12:36,G40,,,,DB,182,AI,,,,,,,Bait digger on G40
211,18 and 19,09/11/2016,0636-1236,,David Stevenson,1,CO112,12:36,G40,,,,OC,3,,,,,,,,F
212,18 and 19,09/11/2016,0636-1236,,David Stevenson,1,CO113,12:36,G40,,,,BH,24,,,,,,,,R
213,18 and 19,09/11/2016,0636-1236,,David Stevenson,1,CO114,12:36,G40,,,,RK,3,,,,,,,,F
214,18 and 19,09/11/2016,0636-1236,,David Stevenson,1,CO115,12:36,G40,,,,HG,2,,,,,,,,F
215,15 + Roving ,31/10/2016,1130-1610,,Trevor Codlin,1,COX,11:03,P48A,,,,DB,0,J,2,,,,,,
216,15 + Roving ,31/10/2016,1130-1610,,Trevor Codlin,1,COY,11:03,P48B,,,,DB,0,DX AC,2,,,,,,Ac Drone packing up as arrived 
217,15 + Roving ,31/10/2016,1130-1610,,Trevor Codlin,1,CO1,11:03,P48C,,,,DB,0,,,,,,,,
218,15 + Roving ,31/10/2016,1130-1610,,Trevor Codlin,1,CO2,11:21,PF,,,,DB,0,,,,,,,,
219,15 + Roving ,31/10/2016,1130-1610,,Trevor Codlin,1,CO3,11:04,TC1/P1,,,,DB,54,,,,,,,,
220,15 + Roving ,31/10/2016,1130-1610,,Trevor Codlin,1,CO4,11:04,TC1/P1,,Water,,BW,5,,,,,,,,Roosting on water
221,15 + Roving ,31/10/2016,1130-1610,,Trevor Codlin,1,CO5,11:04,P02,,Buoys,,HG,7,,,,,,,,Roosting on buoys within harbour 
222,15 + Roving ,31/10/2016,1130-1610,,Trevor Codlin,1,CO6,11:04,P02,,Boat,,TT,35,,,,,,,,Roosting on a small boat
223,15 + Roving ,31/10/2016,1130-1610,,Trevor Codlin,1,MO3,12:00,,No,Water,,DB,13,F,1,,,,No,,Roosting on water
224,15 + Roving ,31/10/2016,1130-1610,,Trevor Codlin,1,MO4,12:00,,No,Water,,BH,62,W,9,,,,No,,Roosting on water
225,15 + Roving ,31/10/2016,1130-1610,,Trevor Codlin,1,CO7,12:00,TC2/P03,,Water,,CG,3,,,,,,,,Roosting on water
226,15 + Roving ,31/10/2016,1130-1610,,Trevor Codlin,1,CO8,12:00,TC2/P03,,Water,,HG,1,,,,,,,,Roosting on water
227,15 + Roving ,31/10/2016,1130-1610,,Trevor Codlin,1,MO5,12:04,TC2/P03,Yes,,,BH,2,DX,2,F,,F16,Yes,,
228,15 + Roving ,31/10/2016,1130-1610,,Trevor Codlin,1,CO9,12:45,P04,,,,DB,8,,,,,,,,"Two flocks 10F5, 19F5"
229,15 + Roving ,31/10/2016,1130-1610,,Trevor Codlin,1,CO10,12:55,P05,,Water,,DB,35,,,,,,,,Roosting in sea
230,15 + Roving ,31/10/2016,1130-1610,,Trevor Codlin,1,CO11,13:01,P06,,Water,,DB,459,,,,,,,,R/F in water around Pewit Island
231,15 + Roving ,31/10/2016,1130-1610,,Trevor Codlin,1,CO12,13:01,P06,,,,BW,100,,,,,,,,
232,15 + Roving ,31/10/2016,1130-1610,,Trevor Codlin,1,CO13,13:01,P06,,,,GG,3,,,,,,,,
233,15 + Roving ,31/10/2016,1130-1610,,Trevor Codlin,1,CO14,13:01,P07,,,,RM,15,,,,,,,,
234,15 + Roving ,31/10/2016,1130-1610,,Trevor Codlin,1,CO15,13:01,P07,,,,DB,38,,,,,,,,
235,15 + Roving ,31/10/2016,1130-1610,,Trevor Codlin,1,MO6,13:02,F04,Yes,,,DB,38,DX,14,,,,No,,
236,15 + Roving ,31/10/2016,1130-1610,,Trevor Codlin,1,CO17,13:04,P05,,,,DB,113,,,,,,,,
237,15 + Roving ,31/10/2016,1130-1610,,Trevor Codlin,1,CO18,13:45,P08,,,,CG,10,,,,,,,,
238,15 + Roving ,31/10/2016,1130-1610,,Trevor Codlin,1,CO19,14:03,P01,,,,DB,54,,,,,,,,Roosting/ Feeding on tide edge
239,15 + Roving ,31/10/2016,1130-1610,,Trevor Codlin,1,CO20,14:03,P01,,,,CA,2,,,,,,,,Roosting/ Feeding on tide edge
240,15 + Roving ,31/10/2016,1130-1610,,Trevor Codlin,1,CO21,14:03,P01,,,,BH,86,,,,,,,,
241,15 + Roving ,31/10/2016,1130-1610,,Trevor Codlin,1,CO22,14:03,P01,,,,CG,21,,,,,,,,
242,15 + Roving ,31/10/2016,1130-1610,,Trevor Codlin,1,CO23,14:03,P01,,,,HG,18,,,,,,,,
243,15 + Roving ,31/10/2016,1130-1610,,Trevor Codlin,1,CO24,14:03,P01,,,,MC,2,,,,,,,,
244,15 + Roving ,31/10/2016,1130-1610,,Trevor Codlin,1,CO25,14:03,P01,,,,BW,5,,,,,,,,
245,15 + Roving ,31/10/2016,1130-1610,,Trevor Codlin,1,CO26,14:03,P01,,,,ET,3,,,,,,,,
246,15 + Roving ,31/10/2016,1130-1610,,Trevor Codlin,1,CO27,14:03,P01,,,,CV,1,,,,,,,,
247,15 + Roving ,31/10/2016,1130-1610,,Trevor Codlin,1,CO28,14:03,P09,,,,RK,79,,,,,,,,
248,15 + Roving ,31/10/2016,1130-1610,,Trevor Codlin,1,CO29,14:03,P09,,,,CU,4,,,,,,,,
249,15 + Roving ,31/10/2016,1130-1610,,Trevor Codlin,1,CO30,14:03,P09,,,,DB,9,,,,,,,,
250,15 + Roving ,31/10/2016,1130-1610,,Trevor Codlin,1,CO31,15:02,P09,,,,BH,76,,,,,,,,
251,15 + Roving ,31/10/2016,1130-1610,,Trevor Codlin,1,CO32,15:02,P09,,,,HG,36,,,,,,,,
252,15 + Roving ,31/10/2016,1130-1610,,Trevor Codlin,1,CO33,15:04,P09,,,,CG,10,,,,,,,,
253,15 + Roving ,31/10/2016,1130-1610,,Trevor Codlin,1,CO34,15:04,P09,,,,BW,12,,,,,,,,
254,15 + Roving ,31/10/2016,1130-1610,,Trevor Codlin,1,CO35,00:00,P09,,,,GK,1,,,,,,,,
255,15 + Roving ,31/10/2016,1130-1610,,Trevor Codlin,1,CO36,00:00,P09,,,,RN,2,,,,,,,,
256,15 + Roving ,31/10/2016,1130-1610,,Trevor Codlin,1,CO37,16:01,P09,,,,ET,5,,,,,,,,
257,9,31/10/2016,1135-1600,,C Skinner + J Glover ,1,CO1,11:35,,,,,BG,640,,,,,,,,
258,9,31/10/2016,1135-1600,,C Skinner + J Glover ,1,CO2,11:35,,,,,OC,24,,,,,,,,
259,9,31/10/2016,1135-1600,,C Skinner + J Glover ,1,CO3,11:35,,,,,RM,12,,,,,,,,
260,9,31/10/2016,1135-1600,,C Skinner + J Glover ,1,CO4,11:35,,,,,GV,400,,,,,,,,
261,9,31/10/2016,1135-1600,,C Skinner + J Glover ,1,CO5,11:35,,,,,DN,400,,,,,,,,
262,9,31/10/2016,1135-1600,,C Skinner + J Glover ,1,CO6,11:35,,,,,RK,400,,,,,,,,
263,9,31/10/2016,1135-1600,,C Skinner + J Glover ,1,CO7,11:35,,,,,BW,20,,,,,,,,
264,9,31/10/2016,1135-1600,,C Skinner + J Glover ,1,CO8,12:00,,,,,BG,700,,,,,,,,
265,9,31/10/2016,1135-1600,,C Skinner + J Glover ,1,CO9,12:00,,,,,OC,24,,,,,,,,
266,9,31/10/2016,1135-1600,,C Skinner + J Glover ,1,CO10,12:00,,,,,RM,16,,,,,,,,
267,9,31/10/2016,1135-1600,,C Skinner + J Glover ,1,CO11,12:00,,,,,GV,400,,,,,,,,
268,9,31/10/2016,1135-1600,,C Skinner + J Glover ,1,CO12,12:00,,,,,DN,400,,,,,,,,
269,9,31/10/2016,1135-1600,,C Skinner + J Glover ,1,CO13,12:00,,,,,RK,400,,,,,,,,
270,9,31/10/2016,1135-1600,,C Skinner + J Glover ,1,CO14,13:00,,,,,BG,700,,,,,,,,
271,9,31/10/2016,1135-1600,,C Skinner + J Glover ,1,CO15,13:00,,,,,RM,16,,,,,,,,
272,9,31/10/2016,1135-1600,,C Skinner + J Glover ,1,CO16,13:00,,,,,GV,200,,,,,,,,
273,9,31/10/2016,1135-1600,,C Skinner + J Glover ,1,CO17,13:00,,,,,DN,200,,,,,,,,
274,9,31/10/2016,1135-1600,,C Skinner + J Glover ,1,CO18,13:00,,,,,RK,200,,,,,,,,
275,9,31/10/2016,1135-1600,,C Skinner + J Glover ,1,CO19,14:00,,,,,BG,630,,,,,,,,
276,9,31/10/2016,1135-1600,,C Skinner + J Glover ,1,CO20,14:00,,,,,TT,4,,,,,,,,
277,9,31/10/2016,1135-1600,,C Skinner + J Glover ,1,CO21,14:00,,,,,GV,65,,,,,,,,
278,9,31/10/2016,1135-1600,,C Skinner + J Glover ,1,CO22,14:00,,,,,RM,6,,,,,,,,
279,9,31/10/2016,1135-1600,,C Skinner + J Glover ,1,CO23,14:00,,,,,TT,4,,,,,,,,
280,9,31/10/2016,1135-1600,,C Skinner + J Glover ,1,CO24,14:00,,,,,DN,160,,,,,,,,
281,9,31/10/2016,1135-1600,,C Skinner + J Glover ,1,CO25,14:00,,,,,CN,2,,,,,,,,
282,9,31/10/2016,1135-1600,,C Skinner + J Glover ,1,CO26,14:00,,,,,WN,4,,,,,,,,
283,9,31/10/2016,1135-1600,,C Skinner + J Glover ,1,CO27,14:00,,,,,RK,31,,,,,,,,
284,9,31/10/2016,1135-1600,,C Skinner + J Glover ,1,CO28,14:00,,,,,DC,7,,,,,,,,
285,9,31/10/2016,1135-1600,,C Skinner + J Glover ,1,CO29,15:00,,,,,BG,540,,,,,,,,
286,9,31/10/2016,1135-1600,,C Skinner + J Glover ,1,CO30,15:00,,,,,RP,3,,,,,,,,
287,9,31/10/2016,1135-1600,,C Skinner + J Glover ,1,CO31,15:00,,,,,DN,185,,,,,,,,
288,9,31/10/2016,1135-1600,,C Skinner + J Glover ,1,CO32,16:00,,,,,BW,565,,,,,,,,
289,16B,31/10/2016,1125-1410,,Richard Levett,1,CO1,11:25,P11,,,,DB,97,,,,,,,,"81 Adults, 16 Juveniles"
290,16B,31/10/2016,1125-1410,,Richard Levett,1,CO2,11:32,P11,,,,DB,11,,,,,,,,"11 Adults, 0 Juveniles"
291,16B,31/10/2016,1125-1410,,Richard Levett,1,CO3,11:38,P11,,,,DB,108,,,,,,,,Flushed by B2 flew NE to N end of harbour 
292,16B,31/10/2016,1125-1410,,Richard Levett,1,CO4,11:36,P73,,,,DB,239,,,,,,,,Resting on water and feeding on P73
293,16B,31/10/2016,1125-1410,,Richard Levett,1,CO5,11:38,P73,,,,CU,17,,,,,,,,Resting on water and feeding on P73
294,16B,31/10/2016,1125-1410,,Richard Levett,1,CO6,11:04,P73,,,,ET,13,,,,,,,,Resting on water and feeding on P73
295,16B,31/10/2016,1125-1410,,Richard Levett,1,CO7,11:04,P73,,,,OC,72,,,,,,,,Resting on water and feeding on P73
296,16B,31/10/2016,1125-1410,,Richard Levett,1,CO8,11:04,P73,,,,SU,33,,,,,,,,Resting on water and feeding on P73
297,16B,31/10/2016,1125-1410,,Richard Levett,1,CO9,11:45,P73,,,,DN,1,,,,,,,,small roost packed too tight to count
298,16B,31/10/2016,1125-1410,,Richard Levett,1,CO10,11:45,P73,,,,RK,1,,,,,,,,small roost packed too tight to count
299,16B,31/10/2016,1125-1410,,Richard Levett,1,CO11,11:45,P73,,,,GV,1,,,,,,,,small roost packed too tight to count
300,16B,31/10/2016,1125-1410,,Richard Levett,1,CO12,11:45,P73,,,,BW,1,,,,,,,,small roost packed too tight to count
301,16B,31/10/2016,1125-1410,,Richard Levett,1,CO13,12:01,P12,,,,DB,0,,,,,,,,
302,16B,31/10/2016,1125-1410,,Richard Levett,1,CO14,12:15,P19A/P19B,,,,DB,0,,,,,,,,
303,16B,31/10/2016,1125-1410,,Richard Levett,1,CO15,12:28,P11,,,,DB,95,BP,,F,,,,,
304,16B,31/10/2016,1125-1410,,Richard Levett,1,CO16,12:38,,,,,DN,900,F/F +BP SO,,,,P73,,,Flew SE to small island off tip of Farlington Marches 
305,16B,31/10/2016,1125-1410,,Richard Levett,1,CO17,12:38,P73,,,,GV,17,F/F +BP SO,,,,P10H,,,Flew onto Farlington Lagoon
306,16B,31/10/2016,1125-1410,,Richard Levett,1,CO18,12:45,P73,,,,ET,8,F/F +BP SO,,,,P10H,,,
307,16B,31/10/2016,1125-1410,,Richard Levett,1,CO19,12:48,P73,,,,CU,21,,,,,P10H,,,Roosting on P73
308,16B,31/10/2016,1125-1410,,Richard Levett,1,CO20,12:48,P73,,,,OC,123,,,,,NR,,,Roosting on P73
309,16B,31/10/2016,1125-1410,,Richard Levett,1,CO21,13:05,P73,,,,DB,308,,,,,NR,,,Birds gradually drifiting South/Se
310,18 and 19,31/10/2016,1125-1410,,Dave Stevenson,1,CO1,11:02,G51,,Water,,DB,21,,,,,,,,Swimming
311,18 and 19,31/10/2016,1125-1410,,Dave Stevenson,1,CO2,11:02,G38,,Water,,DB,10,,,,,,,,Swimming
312,18 and 19,31/10/2016,1125-1410,,Dave Stevenson,1,CO3,11:02,G51,,,,LG,1,,,,,,,,Feeding
313,18 and 19,31/10/2016,1125-1410,,Dave Stevenson,1,CO4,11:02,G51,,Water,,BH,1,,,,,,,,Roosting on water
314,18 and 19,31/10/2016,1125-1410,,Dave Stevenson,1,CO5,11:02,G43,,Wreck,,BH,8,,,,,,,,Roosting on wrecks
315,18 and 19,31/10/2016,1125-1410,,Dave Stevenson,1,CO6,11:02,G39,,Wreck,,CM,1,,,,,,,,Roosting on wrecks
316,18 and 19,31/10/2016,1125-1410,,Dave Stevenson,1,CO7,11:02,G38,,Water,,BH,12,,,,,,,,Roosting on water
317,18 and 19,31/10/2016,1125-1410,,Dave Stevenson,1,CO8,11:02,G39,,Water,,RK,17,,,,,,,,Roosting on water
318,18 and 19,31/10/2016,1125-1410,,Dave Stevenson,1,CO9,11:25,G51,,,,CA,1,,,,,,,,Feeding
319,18 and 19,31/10/2016,1125-1410,,Dave Stevenson,1,CO10,11:26,G40,,Pier,,GB,1,,,,,,,,Disused pier roosting
320,18 and 19,31/10/2016,1125-1410,,Dave Stevenson,1,CO11,11:46,G40,,Pier,,HG,1,,,,,,,,Disused pier roosting
321,18 and 19,31/10/2016,1125-1410,,Dave Stevenson,1,CO12,11:46,G40,,Pier,,CA,10,,,,,,,,Disused pier roosting
322,18 and 19,31/10/2016,1125-1410,,Dave Stevenson,1,CO13,11:46,G40,,Pier,,OC,2,,,,,,,,Disused pier roosting
323,18 and 19,31/10/2016,1125-1410,,Dave Stevenson,1,CO14,12:01,VP3,,Wreck,,RK,39,,,,,,,,Roosting on wrecks
324,18 and 19,31/10/2016,1125-1410,,Dave Stevenson,1,CO15,12:01,VP3,,Water,,BH,18,,,,,,,,Roosting on water
325,18 and 19,31/10/2016,1125-1410,,Dave Stevenson,1,CO16,12:01,VP3,,Water,,BH,31,,,,,,,,Roosting on water off Parham RD
326,18 and 19,31/10/2016,1125-1410,,Dave Stevenson,1,CO17,12:01,VP3,,Water,,HG,1,,,,,,,,Roosting on water off Parham RD
327,18 and 19,31/10/2016,1125-1410,,Dave Stevenson,1,CO18,12:02,VP4,,,,BH,1,,,,,,,,Feeding
328,18 and 19,31/10/2016,1125-1410,,Dave Stevenson,1,CO19,12:27,VP5,,,,DB,0,,,,,,,,No birds
329,18 and 19,31/10/2016,1125-1410,,Dave Stevenson,1,CO20,12:35,VP6,,,,MS,4,,,,,,,,
330,18 and 19,31/10/2016,1125-1410,,Dave Stevenson,1,CO21,12:35,VP6,,,,BH,147,,,,,,,,R/F
331,18 and 19,31/10/2016,1125-1410,,Dave Stevenson,1,CO22,12:35,VP6,,,,HG,7,,,,,,,,R/F
332,18 and 19,31/10/2016,1125-1410,,Dave Stevenson,1,CO23,12:35,VP6,,,,CM,2,,,,,,,,R/F
333,18 and 19,31/10/2016,1125-1410,,Dave Stevenson,1,CO24,12:35,VP6,,,,CG,10,,,,,,,,
334,18 and 19,31/10/2016,1125-1410,,Dave Stevenson,1,CO25,12:05,VP7,,,,RM,1,,,,,,,,Roosting
335,18 and 19,31/10/2016,1125-1410,,Dave Stevenson,1,CO26,12:05,G45,,,,BH,47,,,,,,,,Roosting
336,18 and 19,31/10/2016,1125-1410,,Dave Stevenson,1,CO27,12:05,G45,,,,HG,2,,,,,,,,Roosting
337,18 and 19,31/10/2016,1125-1410,,Dave Stevenson,1,CO28,12:05,G45,,,,CA,5,,,,,,,,Roosting
338,18 and 19,31/10/2016,1125-1410,,Dave Stevenson,1,CO29,12:05,G45,,,,HG,15,,,,,,,,Roosting
339,18 and 19,31/10/2016,1125-1410,,Dave Stevenson,1,CO30,12:05,G45,,,,CM,1,,,,,,,,Roosting
340,18 and 19,31/10/2016,1125-1410,,Dave Stevenson,1,CO31,12:05,G45,,,,LG,1,,,,,,,,Feeding
341,18 and 19,31/10/2016,1125-1410,,Dave Stevenson,1,CO32,13:00,G41,,,,RK,12,,,,,,,,Roosting
342,18 and 19,31/10/2016,1125-1410,,Dave Stevenson,1,CO33,13:00,G41,,,,CM,4,,,,,,,,Roosting
343,18 and 19,31/10/2016,1125-1410,,Dave Stevenson,1,CO34,13:00,G41,,,,BH,9,,,,,,,,Roosting
344,18 and 19,31/10/2016,1125-1410,,Dave Stevenson,1,CO35,13:00,G41,,,,HG,1,,,,,,,,Roosting
345,18 and 19,31/10/2016,1125-1410,,Dave Stevenson,1,CO36,13:00,G41,,,,DB,12,O,1,W,,,,,Park maintenance brids swam away
346,18 and 19,31/10/2016,1125-1410,,Dave Stevenson,1,CO37,13:15,G46,,,,MA,2,,,,,,,,Roosting
347,18 and 19,31/10/2016,1125-1410,,Dave Stevenson,1,CO38,13:15,G46,,,,BH,7,,,,,,,,Roosting
348,18 and 19,31/10/2016,1125-1410,,Dave Stevenson,1,CO39,13:02,VP9,,Water,,CM,1,,,,,,,,Roosting on water
349,18 and 19,31/10/2016,1125-1410,,Dave Stevenson,1,CO40,13:02,VP9,,Water,,BH,12,,,,,,,,Roosting on water
350,18 and 19,31/10/2016,1125-1410,,Dave Stevenson,1,CO41,13:25,VP10,,,,MA,17,,,,,,,,Feeding upper workhouse
351,18 and 19,31/10/2016,1125-1410,,Dave Stevenson,1,CO42,13:25,VP10,,Water,,BH,25,,,,,,,,Roosting on water
352,18 and 19,31/10/2016,1125-1410,,Dave Stevenson,1,CO43,13:25,VP10,,Water,,HG,6,,,,,,,,Roosting on water
353,18 and 19,31/10/2016,1125-1410,,Dave Stevenson,1,CO44,13:25,VP10,,Water,,CM,1,,,,,,,,Roosting on water
354,18 and 19,31/10/2016,1125-1410,,Dave Stevenson,1,CO45,13:03,VP11,,,,BH,1,,,,,,,,Normaly at big gull feeding area 
355,18 and 19,31/10/2016,1125-1410,,Dave Stevenson,1,CO46,13:33,VP12,,,,BH,19,,,,,,,,roosting on island
356,18 and 19,31/10/2016,1125-1410,,Dave Stevenson,1,CO47,13:33,VP12,,,,HG,3,,,,,,,,
357,18 and 19,31/10/2016,1125-1410,,Dave Stevenson,1,CO48,13:33,VP12,,,,CM,2,,,,,,,,
358,18 and 19,31/10/2016,1125-1410,,Dave Stevenson,1,CO49,13:33,VP12,,,,HG,1,,,,,,,,
359,18 and 19,31/10/2016,1125-1410,,Dave Stevenson,1,CO50,13:33,VP12,,Water,,BH,28,,,,,,,,Roosting on water
360,18 and 19,31/10/2016,1125-1410,,Dave Stevenson,1,CO51,13:33,VP12,,Water,,HG,4,,,,,,,,Roosting on water
361,18 and 19,31/10/2016,1125-1410,,Dave Stevenson,1,CO52,13:35,VP12,,Water,,MA,8,,,,,,,,Roosting on water
362,18 and 19,31/10/2016,1125-1410,,Dave Stevenson,1,CO53,13:35,VP12,,Water,,HG,1,,,,,,,,Roosting on water
363,18 and 19,31/10/2016,1125-1410,,Dave Stevenson,1,CO54,13:35,VP12,,Water,,BH,5,,,,,,,,Roosting on water
364,18 and 19,31/10/2016,1125-1410,,Dave Stevenson,1,CO55,13:05,G01,,,,DB,0,,,,,,,,
365,18 and 19,31/10/2016,1125-1410,,Dave Stevenson,1,CO56,13:05,G31,,,,DB,0,,,,,,,,
366,18 and 19,31/10/2016,1125-1410,,Dave Stevenson,1,CO57,13:05,G50,,,,HG,17,,,,,,,,
367,18 and 19,31/10/2016,1125-1410,,Dave Stevenson,1,CO58,13:52,G50,,,,BH,9,,,,,,,,
368,18 and 19,31/10/2016,1125-1410,,Dave Stevenson,1,CO59,13:55,G23,,,,DB,0,,,,,,,,
369,18 and 19,31/10/2016,1125-1410,,Dave Stevenson,1,CO60,13:55,G23,,,,DB,0,,,,,,,,
370,18 and 19,31/10/2016,1125-1410,,Dave Stevenson,1,CO61,13:55,G53,,,,HG,11,,,,,,,,Roosting
371,18 and 19,31/10/2016,1125-1410,,Dave Stevenson,1,CO62,13:58,G53,,,,BH,7,,,,,,,,Roosting
372,18 and 19,31/10/2016,1125-1410,,Dave Stevenson,1,CO63,13:58,G06,,,,BH,3,,,,,,,,Feeding
373,18 and 19,31/10/2016,1125-1410,,Dave Stevenson,1,CO64,14:00,G37,,Water,,BH,17,,,,,,,,Roosting on the water
374,18 and 19,31/10/2016,1125-1410,,Dave Stevenson,1,CO65,14:00,G49,,,,DB,0,,,,,,,,
375,18 and 19,31/10/2016,1125-1410,,Dave Stevenson,1,CO66,14:05,G37,,,,DB,39,,,,,,,,4 Flew East
376,16B,31/10/2016,1400-1550,,Graham Johnstone ,1,CO1,14:05,P83,,,,DB,306,,,,,,,,
377,16B,31/10/2016,1400-1550,,Graham Johnstone ,1,CO2,14:15,P83,,,,T,16,,,,,,,,
378,16B,31/10/2016,1400-1550,,Graham Johnstone ,1,CO3,14:02,P52,,,,DB,0,,,,,,,,
379,16B,31/10/2016,1400-1550,,Graham Johnstone ,1,CO4,14:44,P198,,,,DB,0,,,,,,,,
380,16B,31/10/2016,1400-1550,,Graham Johnstone ,1,CO5,14:05,P11,,,,DB,54,,,,,,,,
381,16B,31/10/2016,1400-1550,,Graham Johnstone ,1,CO6,15:01,P11,,,,DB,54,,,,,,,,
382,16B,31/10/2016,1400-1550,,Graham Johnstone ,1,CO7,15:03,P55,,,,DB,0,,,,,,,,
383,16B,31/10/2016,1400-1550,,Graham Johnstone ,1,CO8,15:03,P11,,,,DB,0,,,,,,,,
384,16B,31/10/2016,1400-1550,,Graham Johnstone ,1,CO9,15:03,P11,,,,DB,25,,,,,,,,
385,16B,31/10/2016,1400-1550,,Graham Johnstone ,1,CO10,15:03,P11,,,,OC,16,,,,,,,,
386,16B,31/10/2016,1400-1550,,Graham Johnstone ,1,CO11,15:03,P11,,,,CU,7,,,,,,,,
387,16B,31/10/2016,1400-1550,,Graham Johnstone ,1,CO12,15:03,P11,,,,ET,5,,,,,,,,
388,16B,31/10/2016,1400-1550,,Graham Johnstone ,1,CO13,15:03,P11,,,,SM,1000,,,,,,,,
389,16B,31/10/2016,1400-1550,,Graham Johnstone ,1,CO14,15:48,P12,,,,DB,0,,,,,,,,
390,16B,31/10/2016,1400-1550,,Graham Johnstone ,1,CO15,15:05,P19,,,,DB,0,,,,,,,,
391,16B,31/10/2016,1400-1550,,Graham Johnstone ,1,CO16,15:05,P19B,,,,DB,0,,,,,,,,
392,Fortan's lake,31/10/2016,1300-1400,,Amy Robjohns,1,CO1,13:00,,,,,DB,15,,,,,,,,
393,Fortan's lake,31/10/2016,1300-1400,,Amy Robjohns,1,CO2,13:00,,,,,RK,59,,,,,,,,
394,Fortan's lake,31/10/2016,1300-1400,,Amy Robjohns,1,CO3,13:00,,,,,OC,3,,,,,,,,
395,Fortan's lake,31/10/2016,1300-1400,,Amy Robjohns,1,CO4,13:00,,,,,DB,7,,,,,,,,
396,Fortan's lake,31/10/2016,1300-1400,,Amy Robjohns,1,CO5,11:02,,,,,DB,350,,,,,,,,
397,Fortan's lake,31/10/2016,1300-1400,,Amy Robjohns,1,CO6,11:02,,,,,TT,18,,,,,,,,
398,Fortan's lake,31/10/2016,1300-1400,,Amy Robjohns,1,CO7,11:02,,,,,RK,7,,,,,,,,
399,Fortan's lake,31/10/2016,1300-1400,,Amy Robjohns,1,CO8,11:02,,,,,OC,1,,,,,,,,
400,Fortan's lake,31/10/2016,1300-1400,,Amy Robjohns,1,CO9,11:02,,,,,SU,2,,,,,,,,
401,Fortan's lake,31/10/2016,1300-1400,,Amy Robjohns,1,CO10,11:02,,,,,OC,100,,,,,,,,
402,Fortan's lake,31/10/2016,1300-1400,,Amy Robjohns,1,CO11,11:02,,,,,TE,8,,,,,,,,
403,Fortan's lake,31/10/2016,1300-1400,,Amy Robjohns,1,CO12,13:01,,,,,DB,350,,,,,,,,
404,Fortan's lake,31/10/2016,1300-1400,,Amy Robjohns,1,CO13,13:01,,,,,TT,12,,,,,,,,
405,Fortan's lake,31/10/2016,1300-1400,,Amy Robjohns,1,CO14,13:01,,,,,RK,3,,,,,,,,
406,Fortan's lake,31/10/2016,1300-1400,,Amy Robjohns,1,CO15,13:01,,,,,SU,2,,,,,,,,
407,Fortan's lake,31/10/2016,1300-1400,,Amy Robjohns,1,CO16,13:01,,,,,TE,8,,,,,,,,
408,Fortan's lake,31/10/2016,1300-1400,,Amy Robjohns,1,CO17,12:05,,,,,DB,350,,,,,,,,
409,Fortan's lake,31/10/2016,1300-1400,,Amy Robjohns,1,CO18,12:05,,,,,TT,21,,,,,,,,
410,Fortan's lake,31/10/2016,1300-1400,,Amy Robjohns,1,CO19,12:05,,,,,RK,7,,,,,,,,
411,Fortan's lake,31/10/2016,1300-1400,,Amy Robjohns,1,CO20,12:05,,,,,TE,7,,,,,,,,
412,Fortan's lake,31/10/2016,1300-1400,,Amy Robjohns,1,CO21,12:05,,,,,SU,2,,,,,,,,
413,Fortan's lake,31/10/2016,1300-1400,,Amy Robjohns,1,CO22,12:05,,,,,OC,100,,,,,,,,
414,Fortan's lake,31/10/2016,1300-1400,,Amy Robjohns,1,CO23,12:05,,,,,OC,1,,,,,,,,
415,Hayling Island,11/01/2017,0800-1100,"6/8 CLOUD, W2, 9?C",Andy Johnson,1,CO1,08:00,,Yes,Water,,DB,100,,,,,,,,In hbr off Tournerbury
416,Hayling Island,11/01/2017,0800-1100,"6/8 CLOUD, W2, 9?C",Andy Johnson,1,MO1,08:39,H46B,Yes,Grass,9.0,DB,150,DL?,1,F,3 remained,,No,NW,Left high NW as I arrived
417,Hayling Island,11/01/2017,0800-1100,"6/8 CLOUD, W2, 9?C",Andy Johnson,1,CO2,09:00,Off H51,Yes,Grass,9.0,DB,0,,,,,,,,"None in fields, but 35 in channel."
418,Hayling Island,11/01/2017,0800-1100,"6/8 CLOUD, W2, 9?C",Andy Johnson,1,CO3,09:30,H59D,Yes,Grass,9.0,DB,3,BS,1,NR,?,,,,Bird-scarer arrived in adjacent H59E today.  'Usual' birds moved elsewhere.
419,Hayling Island,11/01/2017,0800-1100,"6/8 CLOUD, W2, 9?C",Andy Johnson,1,CO4,10:40,H60B,Yes,Grass,9.0,DB,400,,,,Small nos constantly arriving from H76.,,,,"261 Adults, 9 Juveniles when arrived at 1010."
